en , 0.413654843851
er , 0.335432806514
 de, 0.24280523744
der, 0.188712465765
sch, 0.144235386525
ten, 0.136492413216
ich, 0.134115500479
ie , 0.134079486649
nd , 0.133323196233
ein, 0.124787918679
und, 0.120826397451
ch , 0.1164687241
che, 0.112327133725
 un, 0.110058262477
den, 0.105736602955
ung, 0.0978135604996
in , 0.0970572700834
die, 0.0969492285953
 di, 0.0961929381791
nde, 0.0899625457025
n d, 0.0864331904267
ine, 0.0860730521333
es , 0.0858209553279
te , 0.0826877521749
gen, 0.0818594341
ter, 0.0800227288034
eit, 0.0784381203123
 ei, 0.0771416224559
on , 0.0709112299793
 in, 0.0683182342665
ste, 0.0674539023622
hen, 0.0658692938711
ng , 0.0654731417483
ber, 0.0630962290115
cht, 0.0619798003018
 au, 0.0616556758377
 vo, 0.0606472886161
it , 0.0589546386369
 be, 0.0585945003435
and, 0.057081919511
 Be, 0.0527602599897
ers, 0.0525441770136
em , 0.0516798451093
des, 0.050491388741
e d, 0.0500232089595
isc, 0.049663070666
 da, 0.0490868493965
 zu, 0.048618669615
de , 0.048618669615
lic, 0.0485466419564
ite, 0.0484746142977
 St, 0.0481144760042
ren, 0.0469260196359
nen, 0.0468179781478
nge, 0.046421826025
 ge, 0.0459896600729
ere, 0.0455214802914
, d, 0.045269383486
ach, 0.0451253281686
ne , 0.0444770792404
he , 0.0444410654111
ert, 0.0439368718003
rde, 0.0437928164829
n. , 0.0436487611655
mit, 0.0435767335068
von, 0.0433246367014
. D, 0.0428564569199
nte, 0.0425323324558
ner, 0.0420641526744
ist, 0.0419561111863
 er, 0.0416680005516
rte, 0.0413798899168
as , 0.0403354888658
bei, 0.0402274473778
ver, 0.0400473782311
aus, 0.0394711569615
ent, 0.0393991293029
n, , 0.0387148665453
ige, 0.0385708112279
 Di, 0.0385347973986
ier, 0.0384627697399
rei, 0.0383547282519
 mi, 0.0383187144225
r d, 0.0381386452758
end, 0.0380666176171
 19, 0.037634451665
 si, 0.0374903963476
en., 0.0372743133715
 , , 0.036590050614
est, 0.0364099814673
ion, 0.0362659261499
auf, 0.0361938984912
t d, 0.035545649563
 al, 0.0347893591468
 Ge, 0.0346453038294
st , 0.0342851655359
ls , 0.0342491517066
Die, 0.0336729304371
 Ma, 0.0336009027784
lle, 0.0333848198023
im , 0.0333127921436
ind, 0.0329166400209
 an, 0.0329166400209
rie, 0.032196363434
ern, 0.0321603496046
 im, 0.0316201421645
das, 0.0315841283351
t. , 0.0314400730177
sta, 0.031368045359
Sch, 0.0312960177004
erg, 0.0312960177004
n S, 0.0310079070656
wei, 0.0310079070656
r S, 0.0310079070656
en,, 0.0309718932363
dem, 0.0308998655776
sse, 0.0308998655776
um , 0.0308638517482
 Sc, 0.0303956719667
hre, 0.0302516166494
ahr, 0.0299635060146
rch, 0.0298194506972
 se, 0.0298194506972
ger, 0.0294232985744
 Fr, 0.0294232985744
e S, 0.0293872847451
sen, 0.029171201769
ben, 0.0291351879397
als, 0.0283428836941
ete, 0.0282348422061
ran, 0.0279467315713
tte, 0.027910717742
ge , 0.0276946347659
 we, 0.0276586209366
uch, 0.0276226071072
men, 0.0275505794485
ese, 0.0272984826431
ell, 0.0271904411551
us , 0.0271544273257
rbe, 0.0269383443497
ges, 0.0267582752029
ied, 0.0267222613736
ass, 0.0266502337149
erl, 0.0266142198856
run, 0.0266142198856
 ve, 0.0265061783975
rst, 0.0265061783975
tio, 0.0263261092508
n u, 0.0262900954215
Sta, 0.0262180677628
el , 0.0261460401041
ens, 0.025929957128
sei, 0.0258579294693
h d, 0.0258579294693
ede, 0.0256418464933
eic, 0.0256058326639
. [, 0.0255698188346
Ver, 0.0255338050052
 Se, 0.0254977911759
ege, 0.0254257635172
lie, 0.0252456943705
 . , 0.0251376528824
n e, 0.0249215699064
d d, 0.0249215699064
her, 0.0249215699064
 Ko, 0.0249215699064
 Ve, 0.024885556077
n s, 0.0248495422477
all, 0.0248135284183
tel, 0.0248135284183
n a, 0.024777514589
ies, 0.024777514589
an , 0.0246334592716
ei , 0.0245974454423
chl, 0.0245614316129
wur, 0.0245254177836
tra, 0.0243813624662
eis, 0.0243093348075
e a, 0.0241652794901
rt , 0.0241292656608
le , 0.0239852103434
 wu, 0.0239491965141
urd, 0.0238771688554
iel, 0.023841155026
sic, 0.0238051411967
ien, 0.0237691273674
